Name,Username,Url,Followers,Following,Tweets,Bio,Can_DM,Location,Joined_X,Translator,Likes,BlueTick,DefaultPic,RawScore,TotalScore
OpenSpeaker,https://x.com/OpenSpeaker,25,103,748,94
bahryhanako,https://x.com/bahryhanako,2628,1472,11,94
snipe_erc20,https://x.com/snipe_erc20,325,652,778,100
bor3488,https://x.com/bor3488,294,573,1467,100
hodlholdings,https://x.com/hodlholdings,92,354,9,83
crypto122487387,https://x.com/crypto122487387,121,279,24,83
mikekrnk,https://x.com/mikekrnk,223,263,430,94
TomikaT17094,https://x.com/TomikaT17094,103,2448,17,78
SquiresCurt,https://x.com/SquiresCurt,531,3150,11,89
NickBakerpower1,https://x.com/NickBakerpower1,175,276,11,94
RaStaXGoat,https://x.com/RaStaXGoat,3516,4598,153478,100
 CPA",ChcgoBullish,3516,208,620,2249
pildorasbtc,https://x.com/pildorasbtc,80,114,110,100
BddsSusie,https://x.com/BddsSusie,238,2340,6,83
scvgyn,https://x.com/scvgyn,403,1215,1,78
Idreesahmadjnr,https://x.com/Idreesahmadjnr,72,0,126,100
,,72,0,126,100
False,,2024,0,5,89
hqr,https://x.com/hqr,1028,607,2376,100
genie2022_,https://x.com/genie2022_,89,271,635,94
izabellahs_blue,https://x.com/izabellahs_blue,336,729,2441,100
magahawk108,https://x.com/magahawk108,162,2104,247,78
fejamoma,https://x.com/fejamoma,298,865,1184,100
ScievntYeon,https://x.com/ScievntYeon,162,821,188,94
eric_balane,https://x.com/eric_balane,231,625,4,78
FreeWillHayes,https://x.com/FreeWillHayes,452,2136,644,94
EdReisner0,https://x.com/EdReisner0,57,731,110,89
SudeshKarunara4,https://x.com/SudeshKarunara4,239,863,4548,94
techiechaz,https://x.com/techiechaz,52,85,67,100
1minuteatatime,https://x.com/1minuteatatime,141,599,0,83
tarcisiopi53849,https://x.com/tarcisiopi53849,57,42,4,83
Whyorwhynot77,https://x.com/Whyorwhynot77,566,2993,3435,94
Poseidon2344,https://x.com/Poseidon2344,27,42,123,100
HiMojoHealth,https://x.com/HiMojoHealth,338,161,6672,100
shescryptosavvy,https://x.com/shescryptosavvy,1947,2651,7377,100
Dexter66756342,https://x.com/Dexter66756342,75,74,116,100
KacieVersace139,https://x.com/KacieVersace139,458,1212,600,100
GnoykeAndreas,https://x.com/GnoykeAndreas,50,225,0,83
D3nis21587476,https://x.com/D3nis21587476,536,633,392,100
yveswork,https://x.com/yveswork,0,470,0,78
NA_DiamondCut,https://x.com/NA_DiamondCut,178,407,38,94
JasonMP78,https://x.com/JasonMP78,487,217,602,100
MuktyTech,https://x.com/MuktyTech,516,148,249,94
akluell,https://x.com/akluell,464,2409,499,94
AlbertoMio99448,https://x.com/AlbertoMio99448,251,134,7,78
OptionizerApp,https://x.com/OptionizerApp,71,356,0,83
MondayAyas,https://x.com/MondayAyas,82,374,8,67
doku_junkie,https://x.com/doku_junkie,178,279,265,100
tomasz718,https://x.com/tomasz718,125,400,43,89
Informationjoe,https://x.com/Informationjoe,89,148,2,89
Satgen_Inc,https://x.com/Satgen_Inc,78,185,4,89
austinopolis,https://x.com/austinopolis,504,904,5,89
hodlous,https://x.com/hodlous,261,317,1410,1567
,,261,317,1410,100
,,261,317,1410,100
,,261,317,1410,100
False,DECENTRALIZED,2021,317,2788,100
concu_marco,https://x.com/concu_marco,224,74,195,89
WilliusGunther,https://x.com/WilliusGunther,24,22,0,89
TruthWizardX,https://x.com/TruthWizardX,9,52,0,72
jssie_poon,https://x.com/jssie_poon,103,175,645,100
mb758113,https://x.com/mb758113,6,20,1,78
Schorschi_83,https://x.com/Schorschi_83,416,422,445,100
GFYmunney,https://x.com/GFYmunney,38,316,6,72
Docanaren,https://x.com/Docanaren,168,170,62,100
KatieJamis56307,https://x.com/KatieJamis56307,1,4,0,72
Sytheauth8o_W,https://x.com/Sytheauth8o_W,3,1313,1,67
saschablanke41,https://x.com/saschablanke41,82,46,46,94
Andreas39354294,https://x.com/Andreas39354294,25,158,14,89
mr100_btc_alert,https://x.com/mr100_btc_alert,88,210,16,83
bulgariwallet,https://x.com/bulgariwallet,228,341,1320,1467
False,대한민국 서울,2011,341,3517,100
prof_cripto,https://x.com/prof_cripto,62,95,14,83
Hoddlhoddl,https://x.com/Hoddlhoddl,150,23,66,94
Gezwitscherei,https://x.com/Gezwitscherei,169,105,2,89
dynatronics111,https://x.com/dynatronics111,102,94,215,100
sahowabro,https://x.com/sahowabro,1,142,1,78
Sandra724534,https://x.com/Sandra724534,14,11,0,78
wsack13,https://x.com/wsack13,42,82,80,100
SmaCK251048,https://x.com/SmaCK251048,29,73,32,94
jimdotbtc,https://x.com/jimdotbtc,2902,1654,2562,2847
,,2902,1654,2562,100
True,"Brighton,2902,2014,2562,100
marjona95991,https://x.com/marjona95991,9,5,0,78
PhilipLucius7,https://x.com/PhilipLucius7,902,225,5932,100
kjhdejong60,https://x.com/kjhdejong60,232,198,1,89
Mischel00598907,https://x.com/Mischel00598907,128,42,398,100
B_Stafflinger,https://x.com/B_Stafflinger,71,14,0,89
mhcore01,https://x.com/mhcore01,58,15,0,83
RealGlowbat,https://x.com/RealGlowbat,58,16,4,89
HeinzBrombel,https://x.com/HeinzBrombel,169,405,52,100
l3ndsx,https://x.com/l3ndsx,1397,2225,13526,100
OZ1234568,https://x.com/OZ1234568,59,61,16,89
SAHER100000001,https://x.com/SAHER100000001,12,74,20,89
ricohombre9,https://x.com/ricohombre9,216,155,225,100
ether_olive,https://x.com/ether_olive,63,1398,1,78
tadikeshwar,https://x.com/tadikeshwar,4,15,0,72
ioiit2427,https://x.com/ioiit2427,119,44,22,83
DPage77TR,https://x.com/DPage77TR,46,52,11,94
AyobamiAdada323,https://x.com/AyobamiAdada323,96,857,3209,89
HamamAware,https://x.com/HamamAware,285,350,15,83
sartaj8449ss,https://x.com/sartaj8449ss,289,69,1417,89
Thanh_lite,https://x.com/Thanh_lite,276,753,214,100
radSats,https://x.com/radSats,414,223,199,100
NakaStrategy,https://x.com/NakaStrategy,82,210,47,83
HakiuGenti83517,https://x.com/HakiuGenti83517,317,2109,102,83
AmandaFab__,https://x.com/AmandaFab__,491,4019,9,72
Aramco0913,https://x.com/Aramco0913,488,587,10077,11198
,,488,587,10077,100
,,488,587,10077,100
False,,2021,587,23168,100
KathleenF63132,https://x.com/KathleenF63132,0,5,0,78
Air014267760372,https://x.com/Air014267760372,174,107,0,78
RegierMathew,https://x.com/RegierMathew,293,223,0,89
shawnatlangley,https://x.com/shawnatlangley,445,875,0,89
iamcatatumbo,https://x.com/iamcatatumbo,127,816,7,83
CryptoLiveLeak,https://x.com/CryptoLiveLeak,7449,4280,3148,3860
yumi86663469660,https://x.com/yumi86663469660,29,48,0,78
ojperiksson,https://x.com/ojperiksson,26,22,0,78
QueenByte38504,https://x.com/QueenByte38504,102,69,253,100
Jaycub85,https://x.com/Jaycub85,436,360,6614,100
zt1357,https://x.com/zt1357,49,79,1,78
MXGRyan,https://x.com/MXGRyan,1339,2703,11906,13230
,,1339,2703,11906,100
,,1339,2703,11906,100
,,1339,2703,11906,100
False,Appalachia,2019,2703,4867,100
bitrabbithole,https://x.com/bitrabbithole,30,19,7,78
jimmyjam30,https://x.com/jimmyjam30,452,3512,9822,94
haider_rathor,https://x.com/haider_rathor,11,45,20,89
AECryp,https://x.com/AECryp,91,272,163,100
J4k0bS,https://x.com/J4k0bS,69,123,41,94
Hemanth_reddy99,https://x.com/Hemanth_reddy99,152,418,9,78
PSem15,https://x.com/PSem15,59,59,0,89
traderrick86,https://x.com/traderrick86,327,55,336,100
PierroCy,https://x.com/PierroCy,104,118,39,38
False,Heaven ,2016,118,1799,100
eu6e__,https://x.com/eu6e__,3,375,35,83
V26888286V,https://x.com/V26888286V,0,11,8,89
Lucainpresolana,https://x.com/Lucainpresolana,54,42,29,94
botfatherr,https://x.com/botfatherr,38,159,319,94
yuer114634,https://x.com/yuer114634,301,1224,9,72
Asheton_Sawyer,https://x.com/Asheton_Sawyer,112,216,153,100
HardyClaye,https://x.com/HardyClaye,165,300,27,94
JCRollinthrough,https://x.com/JCRollinthrough,636,637,13319,100
aspenboy09,https://x.com/aspenboy09,89,1421,2856,89
srodrb,https://x.com/srodrb,238,424,882,100
dpc_tw,https://x.com/dpc_tw,34,30,14,94
Biglongtail,https://x.com/Biglongtail,89,35,198,100
NialliFarren,https://x.com/NialliFarren,146,224,23,94
WhitfieldA83855,https://x.com/WhitfieldA83855,239,211,21,89
davydug,https://x.com/davydug,241,842,127,94
ReetBull,https://x.com/ReetBull,155,1498,455,94
blessedd908,https://x.com/blessedd908,297,150,471,523
False,,2024,150,265,100
Anabela450223,https://x.com/Anabela450223,59,411,9,72
OnTheAscent,https://x.com/OnTheAscent,697,1875,10170,100
imthamaskedman,https://x.com/imthamaskedman,143,463,156,94
VpSvloc,https://x.com/VpSvloc,485,1569,62,94
ignacio_vargaa,https://x.com/ignacio_vargaa,199,71,164,100
BitOvatra,https://x.com/BitOvatra,860,2175,3,-8
,,860,2175,3,89
,,860,2175,3,89
False,,2022,2175,7838,100
AndreiTeodor93,https://x.com/AndreiTeodor93,160,2062,406,89
0xJP2,https://x.com/0xJP2,225,334,28,94
0fficialSuco,https://x.com/0fficialSuco,383,1458,3636,89
epran321,https://x.com/epran321,176,373,665,89
JimmyShaker23,https://x.com/JimmyShaker23,800,1019,14604,100
dimiii96,https://x.com/dimiii96,342,770,658,100
DJR18981187909,https://x.com/DJR18981187909,253,262,112,89
FootsmLfc,https://x.com/FootsmLfc,276,520,791,100
mariona672,https://x.com/mariona672,461,2223,4269,4738
,,461,2223,4269,94
,,461,2223,4269,94
,,1,1,1,-10
,,1,1,1,89
False,,2021,1,4056,100
ImaniCarte13405,https://x.com/ImaniCarte13405,271,538,41,40
,,271,538,41,94
False,"Knoxville,271,2023,41,89
ALGORERHYTHMSS,https://x.com/ALGORERHYTHMSS,371,1539,0,72
sisuleu1,https://x.com/sisuleu1,330,3751,124,387
hbadial,https://x.com/hbadial,290,503,0,89
LightShini80940,https://x.com/LightShini80940,10,10,0,78
SoriaTyler60279,https://x.com/SoriaTyler60279,57,68,15,83
Sean4339,https://x.com/Sean4339,1792,2861,868,100
BitcoinLearns,https://x.com/BitcoinLearns,21,16,80,100
BTCwhisperer20,https://x.com/BTCwhisperer20,122,85,56,100
,,28,28,28,26
,,28,28,28,94
False,Wisconsin,2024,28,79,100
PrancingPony88,https://x.com/PrancingPony88,196,345,26,94
AmberMagicHD,https://x.com/AmberMagicHD,506,1369,132,100
SwissWealthHub,https://x.com/SwissWealthHub,146,1088,526,94
Kospodinos74,https://x.com/Kospodinos74,350,902,169,89
logo17k,https://x.com/logo17k,767,231,1318,100
B4_BULl,https://x.com/B4_BULl,25,19,0,78
PeytonMcburnett,https://x.com/PeytonMcburnett,6,70,0,78
sam_callah,https://x.com/sam_callah,58,750,141,89
cryptokerimm,https://x.com/cryptokerimm,849,3239,464,94
luiscooper826,https://x.com/luiscooper826,97,336,676,-2
FinNewsCash,https://x.com/FinNewsCash,358,1335,2128,94
HermesXBTT,https://x.com/HermesXBTT,31,19,101,89
Tariqmalik150,https://x.com/Tariqmalik150,2,38,2,67
Btc_price_today,https://x.com/Btc_price_today,169,690,24,78
historyfacts44,https://x.com/historyfacts44,144,1719,18,72
awaisshinw43264,https://x.com/awaisshinw43264,109,805,32,78
Bee_Bektys,https://x.com/Bee_Bektys,345,2593,733,94
Melissa7872332,https://x.com/Melissa7872332,0,5,0,78
Iv90594Ivan,https://x.com/Iv90594Ivan,311,2094,22,78
dailyabsruud,https://x.com/dailyabsruud,602,1950,466,94
JMTorla,https://x.com/JMTorla,189,351,226,100
KaNorMoul,https://x.com/KaNorMoul,8,105,0,67
icey_mike21M,https://x.com/icey_mike21M,70,59,8,78
RabiSageer55612,https://x.com/RabiSageer55612,24,293,93,78
BitTintin,https://x.com/BitTintin,30,52,107,119
,,30,52,107,100
,,30,52,107,100
,,30,52,107,100
False,,2024,52,114,100
Freddiesgato,https://x.com/Freddiesgato,3231,2155,133906,100
AndrewS83941749,https://x.com/AndrewS83941749,105,1033,32,78
Jackdoff534932,https://x.com/Jackdoff534932,128,220,168,89
ttxiaodong,https://x.com/ttxiaodong,1810,1075,1183,100
orenshur,https://x.com/orenshur,1209,745,690,2239
keeperholygrail,https://x.com/keeperholygrail,88,216,86,100
sotfhs,https://x.com/sotfhs,104,940,2179,94
Flkdt91fLh47667,https://x.com/Flkdt91fLh47667,157,403,130,89
caroumb4112,https://x.com/caroumb4112,342,1108,1435,94
mejor777711,https://x.com/mejor777711,42,109,8,89
Fexxie,https://x.com/Fexxie,146,1557,11,83
AncestorAdvo,https://x.com/AncestorAdvo,148,131,0,89
PBundov,https://x.com/PBundov,20,22,1,78
000 sats per person",268thousandsats,20,446,396,89
LelanNamy,https://x.com/LelanNamy,13,133,7,67
ramon___X,https://x.com/ramon___X,82,274,2,83
Jegroberg,https://x.com/Jegroberg,134,124,3,89
Decentrasuz,https://x.com/Decentrasuz,228,1209,21,78
mommy1508,https://x.com/mommy1508,211,861,2207,89
samsonoki340,https://x.com/samsonoki340,110,468,130,94
CPR8877,https://x.com/CPR8877,0,29,0,78
OwiesCrypto,https://x.com/OwiesCrypto,244,257,29,94
Randomupdating,https://x.com/Randomupdating,119,789,243,94
altgainers,https://x.com/altgainers,0,32,0,83
marchodls,https://x.com/marchodls,558,394,1592,100
atanasvoynov,https://x.com/atanasvoynov,58,48,1,89
enamtinker,https://x.com/enamtinker,267,2162,415,94
ColombiaLibre33,https://x.com/ColombiaLibre33,85,812,8,83
Altrebounds,https://x.com/Altrebounds,1,46,0,78
aliciarod0110,https://x.com/aliciarod0110,15,78,42,89
_bike__boy_,https://x.com/_bike__boy_,655,2344,18,89
BabaLaria420,https://x.com/BabaLaria420,62,188,2,72
AngelaSmit59292,https://x.com/AngelaSmit59292,0,270,0,-11
False,btc,2024,270,0,89
thecorn21M,https://x.com/thecorn21M,917,926,7948,100
notyourmom14431,https://x.com/notyourmom14431,10,60,2,72
Jthe4th,https://x.com/Jthe4th,922,4329,15673,94
MJAMIV,https://x.com/MJAMIV,803,1230,3958,89
Frage_f_Freund,https://x.com/Frage_f_Freund,174,211,278,100
worldpeace2070,https://x.com/worldpeace2070,2,882,310,89
AshleyWrigo,https://x.com/AshleyWrigo,1149,1695,106,100
robertgarcia334,https://x.com/robertgarcia334,1245,3157,6092,100
TSJ_Crypto,https://x.com/TSJ_Crypto,546,709,2058,100
thedeflationfix,https://x.com/thedeflationfix,46,77,43,94
gary_wu,https://x.com/gary_wu,97,706,2,83
ciccioduomo,https://x.com/ciccioduomo,128,30,6,78
sascha00017049,https://x.com/sascha00017049,74,242,107,94
DegenerateBiz,https://x.com/DegenerateBiz,23,110,194,94
cagdastahaoglu,https://x.com/cagdastahaoglu,151,934,473,94
O08l1IizZXxwW,https://x.com/O08l1IizZXxwW,77,686,20,78
aikaputrinurasr,https://x.com/aikaputrinurasr,123,428,105,94
CharlotteR89709,https://x.com/CharlotteR89709,77,1730,0,78
Tw224422,https://x.com/Tw224422,217,3768,2030,89
t2345m78,https://x.com/t2345m78,372,3679,121,94
MarkGibbs49,https://x.com/MarkGibbs49,0,103,0,78
fajlipkoo,https://x.com/fajlipkoo,11,56,0,83
Salifu_abdul_,https://x.com/Salifu_abdul_,44,205,1,83
krrisis,https://x.com/krrisis,3576,2830,5170,21271
smith_lang444,https://x.com/smith_lang444,59,32,4,78
AndrewLeMoine4,https://x.com/AndrewLeMoine4,148,328,0,89
DanDan20402,https://x.com/DanDan20402,75,132,2003,100
blepleb21,https://x.com/blepleb21,107,115,25,83
RamosMaria23347,https://x.com/RamosMaria23347,81,1425,0,78
6969247_,https://x.com/6969247_,345,266,792,100
mar47441,https://x.com/mar47441,49,149,0,78
EGrecescu,https://x.com/EGrecescu,247,227,12,94
otoyac3p0,https://x.com/otoyac3p0,91,167,294,89
100insights_BTC,https://x.com/100insights_BTC,33,14,1,78
TubeFilters,https://x.com/TubeFilters,36,87,24,83
apeiron11358,https://x.com/apeiron11358,30,50,3,89
liquidmushrooms,https://x.com/liquidmushrooms,160,278,72,100
merceyfopola,https://x.com/merceyfopola,441,1352,2635,94
ashiesh,https://x.com/ashiesh,0,116,1,78
LandonBritt13,https://x.com/LandonBritt13,314,1098,256,94
BitcoinSaint1,https://x.com/BitcoinSaint1,37,46,1,78
alexonline888,https://x.com/alexonline888,2760,2211,26717,100
tezlarbull,https://x.com/tezlarbull,129,910,1,72
ChrisSmith1410,https://x.com/ChrisSmith1410,186,496,6,89
amu52166493,https://x.com/amu52166493,436,717,763,100
 Ph.D.",JarodRutledge1,436,616,360,100
fs3pf1wm8,https://x.com/fs3pf1wm8,22,1137,0,-22
False,btc,2024,1137,0,89
AndriusKotovas1,https://x.com/AndriusKotovas1,310,1193,177,83
zanzibarmines,https://x.com/zanzibarmines,194,268,199,100
cupicnikola77,https://x.com/cupicnikola77,349,1298,31,89
asdasd776647,https://x.com/asdasd776647,318,367,992,94
basedyokel,https://x.com/basedyokel,632,376,8647,100
 Father of 2, History enthusiast. ,3,3,3,-8
True,,2023,3,7585,100
NewtonF37839415,https://x.com/NewtonF37839415,13,48,1,83
CryptoMan0628,https://x.com/CryptoMan0628,354,31,2026,94
Zeta_Nomad,https://x.com/Zeta_Nomad,156,1435,9,-18
,,156,1435,9,83
False,Blockchain,2024,1435,45,94
MahoMullet,https://x.com/MahoMullet,55,37,461,100
LukaLoncar12,https://x.com/LukaLoncar12,170,278,514,100
filip143585,https://x.com/filip143585,147,42,170,94
sg777z,https://x.com/sg777z,150,61,98,100
False,,2010,61,174,100
Morderkajj,https://x.com/Morderkajj,500,1307,66,100
Idril_targa,https://x.com/Idril_targa,37,88,67,100
maksimov_stoyan,https://x.com/maksimov_stoyan,24,29,0,89
kristinlow,https://x.com/kristinlow,1607,1396,7948,100
mogarchy,https://x.com/mogarchy,2268,1912,7314,100
True,Earth,2008,1912,11310,100
DanielPeimbert,https://x.com/DanielPeimbert,302,512,372,100
San_person,https://x.com/San_person,812,1640,6846,100
nnijebdbdyb,https://x.com/nnijebdbdyb,82,2455,96,78
theobservoor,https://x.com/theobservoor,184,335,642,100
QMining,https://x.com/QMining,37,10,71,100
liam_tansey,https://x.com/liam_tansey,516,949,217,100
stevngreen,https://x.com/stevngreen,225,291,410,100
JORGE5626548470,https://x.com/JORGE5626548470,168,2444,0,67
holalola1000,https://x.com/holalola1000,472,572,1849,89
RichardJea83877,https://x.com/RichardJea83877,217,111,39,94
flatmapeth,https://x.com/flatmapeth,1129,4434,2654,2944
,,1129,4434,2654,94
 ¯\_(ツ)_/¯",True,1129,2021,2654,100
bloop_blie76793,https://x.com/bloop_blie76793,276,172,92,94
dumbname27,https://x.com/dumbname27,0,2092,42,94
sampatel57,https://x.com/sampatel57,93,456,24,89
nenadgregec,https://x.com/nenadgregec,501,729,3274,100
Yaqovians,https://x.com/Yaqovians,1099,4831,4493,4987
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
,,1099,4831,4493,94
False,Yaqovia,2010,4831,22844,100
GideonOPowell,https://x.com/GideonOPowell,4366,2450,6175,100
libertatihodl,https://x.com/libertatihodl,0,401,0,78
Wonderrrien,https://x.com/Wonderrrien,168,416,2057,100
MrMojoBitcoin,https://x.com/MrMojoBitcoin,197,334,2431,100
aimeatai,https://x.com/aimeatai,315,545,165,100
mcclintock_m,https://x.com/mcclintock_m,1289,626,1140,100
Quopius,https://x.com/Quopius,374,536,27,24
,,374,536,27,94
,,374,536,27,94
,,374,536,27,94
,,374,536,27,94
True,"Sydney,374,2021,27,89
gregory_kramer,https://x.com/gregory_kramer,1202,1770,3190,100
John28794785,https://x.com/John28794785,0,41,0,89
AndraGeorgescu,https://x.com/AndraGeorgescu,3928,2600,4184,100
TylerJChap,https://x.com/TylerJChap,362,762,526,100
Sue50737386,https://x.com/Sue50737386,236,269,5193,100
1692_1693,https://x.com/1692_1693,337,174,2333,100
JeffreySherwood,https://x.com/JeffreySherwood,566,521,2662,100
RoughFrederic,https://x.com/RoughFrederic,2913,1986,204,100
STEMr_42,https://x.com/STEMr_42,337,1053,467,1173
StephenShelley,https://x.com/StephenShelley,628,1120,1026,100
dfmerin,https://x.com/dfmerin,371,1105,289,100
SamIAm650267641,https://x.com/SamIAm650267641,175,93,0,83
Pacoroca3,https://x.com/Pacoroca3,167,3641,1,78
0xMarianWal,https://x.com/0xMarianWal,380,343,840,100
AndersonBell,https://x.com/AndersonBell,1880,4509,3970,100
joedoria,https://x.com/joedoria,234,628,2,89
matz0x,https://x.com/matz0x,1581,1880,7120,100
phonanta,https://x.com/phonanta,95,505,740,94
kcdenman,https://x.com/kcdenman,296,305,241,268
,,296,305,241,100
True,"California,296,2011,241,94
chromie00,https://x.com/chromie00,0,2982,4553,100
apocalypticform,https://x.com/apocalypticform,5963,1927,29558,100
salwilliam,https://x.com/salwilliam,6049,2453,17152,100
itsjulianv,https://x.com/itsjulianv,569,879,1847,100
baptiste_rieux,https://x.com/baptiste_rieux,362,800,435,100
nicnicnicolman,https://x.com/nicnicnicolman,156,1603,1342,89
thebead_,https://x.com/thebead_,275,27,48,94
DanRosario_eth,https://x.com/DanRosario_eth,3581,2492,1764,100
mysticaltech,https://x.com/mysticaltech,4306,2134,40656,131213
jllelandb,https://x.com/jllelandb,686,357,965,2248
LGrossman6969,https://x.com/LGrossman6969,361,316,4,89
kingbtcbro2,https://x.com/kingbtcbro2,134,115,1137,89
viShoe7,https://x.com/viShoe7,559,1397,1598,100
ajaayx9,https://x.com/ajaayx9,304,1130,5010,94
AZbroker,https://x.com/AZbroker,671,2229,14493,2227
mattgcle,https://x.com/mattgcle,699,663,11607,100
JacobsonJulian,https://x.com/JacobsonJulian,224,690,219,94
jvdm2028,https://x.com/jvdm2028,126,639,1126,94
wise_ferret,https://x.com/wise_ferret,17,913,404,78
0xMidnightRider,https://x.com/0xMidnightRider,560,915,686,762
,,560,915,686,100
,,560,915,686,100
🫵🪙,,560,915,686,100
,,560,915,686,100
,,560,915,686,100
,,560,915,686,100
,,560,915,686,100
False,ANONYMOUS ACCOUNT @ 127.0.0.1,2022,915,1190,100
ca98am79,https://x.com/ca98am79,2043,1910,1133,1259
 @impervious. Previous https://t.co/8VGgUjoaVY (acq 2023), @wizehive",2043,1910,2021,34864
DekiZedd,https://x.com/DekiZedd,692,951,3928,100
tridationd,https://x.com/tridationd,329,691,73,100
ivan09636366,https://x.com/ivan09636366,114,133,41,94
lostinthefeed,https://x.com/lostinthefeed,324,272,379,100
cam_bodenstadt,https://x.com/cam_bodenstadt,544,303,1024,100
aliasofeoin,https://x.com/aliasofeoin,338,212,1640,100
_blockbird,https://x.com/_blockbird,7778,1971,7046,126369
FriBaier,https://x.com/FriBaier,74,113,0,89
67512966B,https://x.com/67512966B,126,53,0,89
KastorskyBuba,https://x.com/KastorskyBuba,51,501,597,19147
AlexP_ML,https://x.com/AlexP_ML,513,942,681,100
rkfalcon,https://x.com/rkfalcon,1046,3215,4702,5219
,,1046,3215,4702,94
False,"New York,1046,2011,4702,100
edwinLC,https://x.com/edwinLC,461,4950,4793,89
67tenmercantile,https://x.com/67tenmercantile,446,1007,1270,100
Msizzzzz,https://x.com/Msizzzzz,461,1226,719,100
CryptoSailor15,https://x.com/CryptoSailor15,52,26,13,94
AlvaroL72468742,https://x.com/AlvaroL72468742,168,930,14,89
dachaeon,https://x.com/dachaeon,382,492,40,94
mark_offerman,https://x.com/mark_offerman,481,1605,748,94
Lupellius17,https://x.com/Lupellius17,319,457,135,100
ecent18,https://x.com/ecent18,626,328,2870,100
CryptQ1981,https://x.com/CryptQ1981,4,136,105,89
WillisBullen,https://x.com/WillisBullen,4,313,7,78
0xAnneki,https://x.com/0xAnneki,784,1766,10,94
Azuki_ETH,https://x.com/Azuki_ETH,1759,1832,3309,100
MikeDeanLive,https://x.com/MikeDeanLive,2245,1161,4074,4527
,,2245,1161,4074,100
,,2245,1161,4074,100
,,2245,1161,4074,100
True,mikedean.eth,2022,1161,7480,100
KiteFlying14,https://x.com/KiteFlying14,146,99,25,94
NapoleonBitcoin,https://x.com/NapoleonBitcoin,1089,2435,67,100
FlatC1rcle,https://x.com/FlatC1rcle,76,1061,433,89
369slim,https://x.com/369slim,901,800,5538,100
0xSynth,https://x.com/0xSynth,269,627,66,100
 DOGE大臣🐂",msobro,269,316,264,100
,,269,316,264,100
True,Nüwa 女媧,2009,316,3159,100
BigRonnie888,https://x.com/BigRonnie888,1031,4081,2636,94
JoaoOfAllTrades,https://x.com/JoaoOfAllTrades,69,614,54,845
aldo869,https://x.com/aldo869,314,496,472,100
